SubjID     Age    Sex   Block   Session    Trial_Index   Trial_Number   ITI    ReactPeriod   Device  R_Lhanded  MotorSide MotorInvolvement TrialTotalTime   ActionTiming   ActionDataDelayToStart   ActionDataDelayToEnd  ActionDataConfidenceReaction  ActionDataConfidenceXaxis ActionDataConfidenceYaxis   HandDominance  ArmDominance    LegDominance   Motor_coordination   Gaming_frequency Gaming_type    Music  Inst_type  CutOff Std_Timing   Std_Reacting   Mean_Reacting Feedback
1	30	1	2	1	1	1	1.54663406231620	2.04988982948718	1	1	2	1	3.28250222945364	1.23261239996646	NaN	NaN	67.3272948999656	1256	431	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	2
1	30	1	2	1	2	2	1.79852093956237	2.67858060961231	0	1	1	2	3.61194390966199	0.933363300049678	NaN	NaN	4.91203130001668	1249	522	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	NaN
1	30	1	2	1	3	3	1.33400775514473	1.62502158123014	1	1	2	2	2.60039778116105	0.975376199930906	NaN	NaN	3.64681100007147	1254	508	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	NaN
1	30	1	2	1	4	4	1.76227698042998	2.11907216053040	0	1	1	1	3.59920146056500	1.48012930003461	NaN	NaN	8.83026780001819	1338	645	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	NaN
1	30	1	2	1	5	5	1.96491436776986	2.43306686450670	0	1	1	2	6.08128466446361	3.64821779995691	NaN	NaN	3.97670370002743	1359	709	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	NaN
1	30	1	2	1	6	6	1.65280637653430	2.66087486893143	1	1	2	1	3.69638886891976	1.03551399998833	NaN	NaN	4.16142699995544	1252	503	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	2
1	30	1	2	1	7	7	1.05045150274163	2.45531879566107	1	1	2	2	3.34784389557745	0.892525099916384	NaN	NaN	3.53019790002145	1241	375	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	NaN
1	30	1	2	1	8	8	1.08117941998568	2.67267718234027	0	1	1	1	3.91586698228887	1.24318979994860	NaN	NaN	7.76154410000891	1529	568	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	2
1	30	1	2	1	9	9	1.00044296844649	1.55561234466759	0	1	1	2	2.54803004467422	0.992417700006627	NaN	NaN	3.06095680000726	1309	637	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	2
1	30	1	2	1	10	10	1.27967549102756	1.69021106130235	1	1	2	1	2.98141036127485	1.29119929997250	NaN	NaN	3.63036329997703	1338	633	1	1	1	8	6	1	2	0	3	0.397400000000000	0.220900000000000	1.07130000000000	2
